06-16 19:23 root         INFO     Succ: 48/57/190 | avg time: 102.20 s | avg iter: 198.16
06-16 19:23 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:23 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:23 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:23 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:23 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:23 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:24 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:24 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:24 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:25 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:25 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:25 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:25 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:26 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:26 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:26 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:26 root         INFO     Final search status | success value | iter: 9.49942474388711 | inf | 500
06-16 19:26 root         INFO     Succ: 48/58/190 | avg time: 103.94 s | avg iter: 203.36
06-16 19:26 root         INFO     Expansion fails on C[Mg]Br!
06-16 19:26 root         INFO     Expansion fails on C[Mg]Br!
06-16 19:26 root         INFO     Expansion fails on C[Mg]Br!
06-16 19:26 root         INFO     Synthesis route found!
06-16 19:26 root         INFO     Final search status | success value | iter: 6.914470599263051 | 7.612762274081949 | 19
06-16 19:26 root         INFO     Succ: 49/59/190 | avg time: 102.36 s | avg iter: 200.24
06-16 19:26 root         INFO     Synthesis route found!
06-16 19:26 root         INFO     Final search status | success value | iter: 0.2906440829383197 | 0.2906568201945766 | 8
06-16 19:26 root         INFO     Succ: 50/60/190 | avg time: 100.73 s | avg iter: 197.03
06-16 19:28 root         INFO     Synthesis route found!
06-16 19:28 root         INFO     Final search status | success value | iter: 5.717901448202837 | 12.625656727184975 | 188
06-16 19:28 root         INFO     Succ: 51/61/190 | avg time: 100.30 s | avg iter: 196.89
